file,child_index,child_name,index,JP,EN,FR,DE,IT,ES
MES_TRAINING.BIN,0,string_pack,21,カウンターヒットの設定をします,Set the type of counter to be performed.,,,,
MES_TRAINING.BIN,0,string_pack,22,通常,COUNTER NORMALLY,,,,
MES_TRAINING.BIN,0,string_pack,23,カウンター,ALWAYS COUNTER,,,,
MES_TRAINING.BIN,0,string_pack,24,ハイカウンター,ALWAYS HI COUNTER,,,,
MES_TRAINING.BIN,0,string_pack,25,ランダム,RANDOM,,,,
MES_TRAINING.BIN,0,string_pack,26,パワーブロー,POWER BLOW,,,,
MES_TRAINING.BIN,0,string_pack,27,パワーブローが発生するかどうかを設定します,Turn Power Blows on or off.,,,,
MES_TRAINING.BIN,0,string_pack,28,ON,ON,,,,
MES_TRAINING.BIN,0,string_pack,29,OFF,OFF,,,,
MES_TRAINING.BIN,0,string_pack,30,リスタート,RESTART,,,,
MES_TRAINING.BIN,0,string_pack,31,キャラクターの位置やステージを初期状態に戻します,Return the characters and stage to their initial states.,,,,
MES_TRAINING.BIN,0,string_pack,32,ポジションのみリセット,RESET POSITION,,,,
MES_TRAINING.BIN,0,string_pack,33,ステージ状態をリセット,RESET STAGE,,,,
MES_TRAINING.BIN,0,string_pack,34,疑似通信速度,NETWORK SPEED,,,,
MES_TRAINING.BIN,0,string_pack,35,通信状態によって発生する遅延を再現します,Simulate lag for network conditions.,,,,
MES_TRAINING.BIN,0,string_pack,36,アンテナ5本（良）,5 BARS (GOOD),,,,
MES_TRAINING.BIN,0,string_pack,37,アンテナ4本,4 BARS,,,,
MES_TRAINING.BIN,0,string_pack,38,アンテナ3本,3 BARS,,,,
MES_TRAINING.BIN,0,string_pack,39,アンテナ2本,2 BARS,,,,
MES_TRAINING.BIN,0,string_pack,40,アンテナ1本,1 BAR,,,,
MES_TRAINING.BIN,0,string_pack,41,アンテナ0本（悪）,0 BARS (BAD),,,,
MES_TRAINING.BIN,0,string_pack,42,デンジャー,DANGER ZONES,,,,
MES_TRAINING.BIN,0,string_pack,43,デンジャーが発生するかどうかを設定します,Turn danger zones on or off.,,,,
MES_TRAINING.BIN,0,string_pack,44,通常,NORMAL,,,,
MES_TRAINING.BIN,0,string_pack,45,ガード,GUARD,,,,
MES_TRAINING.BIN,0,string_pack,46,打撃,STRIKE,,,,
MES_TRAINING.BIN,0,string_pack,47,ホールド,HOLD,,,,
MES_TRAINING.BIN,0,string_pack,48,投げ,THROW,,,,
MES_TRAINING.BIN,0,string_pack,49,コンボ,COMBO,,,,
MES_TRAINING.BIN,0,string_pack,50,COMレベル,COM LEVEL,,,,
MES_TRAINING.BIN,0,string_pack,51,他のプレイヤーが操作,PLAYER CONTROLLED,,,,
MES_TRAINING.BIN,0,string_pack,52,使用するコントローラのSTARTボタンを押してください,Press the START button on the controller you wish to use.,,,,
MES_TRAINING.BIN,0,string_pack,53,設定しない,SAME AS COM ACTION,,,,
MES_TRAINING.BIN,0,string_pack,54,立ち,STAND,,,,
MES_TRAINING.BIN,0,string_pack,55,しゃがみ,CROUCH,,,,
MES_TRAINING.BIN,0,string_pack,56,右へサイドステップ,SIDE STEP RIGHT,,,,
MES_TRAINING.BIN,0,string_pack,57,左へサイドステップ,SIDE STEP LEFT,,,,
MES_TRAINING.BIN,0,string_pack,58,右へフリーステップ,FREE STEP RIGHT,,,,
MES_TRAINING.BIN,0,string_pack,59,左へフリーステップ,FREE STEP LEFT,,,,
MES_TRAINING.BIN,0,string_pack,60,すべてガード,GUARD ALL,,,,
MES_TRAINING.BIN,0,string_pack,61,立ちガード,STANDING GUARD,,,,
MES_TRAINING.BIN,0,string_pack,62,しゃがみガード,CROUCHING GUARD,,,,
MES_TRAINING.BIN,0,string_pack,63,上段パンチ,HIGH PUNCH,,,,
MES_TRAINING.BIN,0,string_pack,64,中段パンチ,MID PUNCH,,,,
MES_TRAINING.BIN,0,string_pack,65,下段パンチ,LOW PUNCH,,,,
MES_TRAINING.BIN,0,string_pack,66,上段キック,HIGH KICK,,,,
MES_TRAINING.BIN,0,string_pack,67,中段キック,MID KICK,,,,
MES_TRAINING.BIN,0,string_pack,68,下段キック,LOW KICK,,,,
MES_TRAINING.BIN,0,string_pack,69,上段ホールド,HIGH HOLD,,,,
MES_TRAINING.BIN,0,string_pack,70,中段ホールド,MID HOLD,,,,
MES_TRAINING.BIN,0,string_pack,71,中段パンチホールド,MID PUNCH HOLD,,,,
MES_TRAINING.BIN,0,string_pack,72,中段キックホールド,MID KICK HOLD,,,,
MES_TRAINING.BIN,0,string_pack,73,下段ホールド,LOW HOLD,,,,
MES_TRAINING.BIN,0,string_pack,74,通常投げ,STANDING THROW,,,,
MES_TRAINING.BIN,0,string_pack,75,下段投げ,CROUCHING THROW,,,,
MES_TRAINING.BIN,0,string_pack,76,レベル８,LEVEL 8,,,,
MES_TRAINING.BIN,0,string_pack,77,レベル７,LEVEL 7,,,,
MES_TRAINING.BIN,0,string_pack,78,レベル６,LEVEL 6,,,,
MES_TRAINING.BIN,0,string_pack,79,レベル５,LEVEL 5,,,,
MES_TRAINING.BIN,0,string_pack,80,レベル４,LEVEL 4,,,,
MES_TRAINING.BIN,0,string_pack,81,レベル３,LEVEL 3,,,,
MES_TRAINING.BIN,0,string_pack,82,レベル２,LEVEL 2,,,,
MES_TRAINING.BIN,0,string_pack,83,レベル１,LEVEL 1,,,,
MES_TRAINING.BIN,0,string_pack,84,受け身,RECOVERY,,,,
MES_TRAINING.BIN,0,string_pack,85,ダウンしたときに受け身を取るかどうかを設定します,Set whether the opponent recovers after being knocked down.,,,,
MES_TRAINING.BIN,0,string_pack,86,投げ抜け,THROW ESCAPE,,,,
MES_TRAINING.BIN,0,string_pack,87,投げ抜けをするかどうかを設定します,Set whether the opponent escapes throws.,,,,
MES_TRAINING.BIN,0,string_pack,88,よろけ回復,STAGGER ESCAPE,,,,
MES_TRAINING.BIN,0,string_pack,89,クリティカル時によろけ回復をするかどうかを設定します,Set whether the opponent excapes staggering during critical state.,,,,
MES_TRAINING.BIN,0,string_pack,90,クリティカルホールド,CRITICAL HOLD,,,,
MES_TRAINING.BIN,0,string_pack,91,クリティカル時にクリティカルホールドを出すかどうかを設定します,Set whether the opponent uses critical holds during critical state.,,,,
MES_TRAINING.BIN,0,string_pack,92,クリティカルホールドの属性,CRITICAL HOLD TYPE,,,,
MES_TRAINING.BIN,0,string_pack,93,どの属性のクリティカルホールドを出すかを設定します,Set what kind of critical holds the opponent uses.,,,,
MES_TRAINING.BIN,0,string_pack,94,しない,OFF,,,,
MES_TRAINING.BIN,0,string_pack,95,する,ON,,,,
MES_TRAINING.BIN,0,string_pack,96,おそい,SLOW,,,,
MES_TRAINING.BIN,0,string_pack,97,はやい,FAST,,,,
MES_TRAINING.BIN,0,string_pack,98,最速,FASTEST,,,,
MES_TRAINING.BIN,0,string_pack,99,ランダム,RANDOM,,,,
