file,child_index,child_name,index,JP,EN,FR,DE,IT,ES
MES_SYSTEM.BIN,0,string_pack,61,@[pad:Decide]セーブ,@[pad:Decide]Save,@[pad:Decide]Sauvegarder,@[pad:Decide]Speichern,@[pad:Decide]Salva,@[pad:Decide]Guardar
MES_SYSTEM.BIN,0,string_pack,62,@[pad:Decide]ロード,@[pad:Decide]Load,@[pad:Decide]Charger,@[pad:Decide]Laden,@[pad:Decide]Carica,@[pad:Decide]Cargar
MES_SYSTEM.BIN,0,string_pack,63,クリアデータをセーブせずに終了しますか？,Are you sure you want to continue without saving your completed game?,Désirez-vous réellement poursuivre sans sauvegarder vos données de fin de jeu ?,Möchten Sie wirklich ohne Speichern des beendeten Spiels fortfahren?,Sei sicuro di voler continuare senza salvare la tua partita completata?,¿Seguro que quiere continuar sin guardar la partida completada?
MES_SYSTEM.BIN,0,string_pack,64,新しい難易度が解放されました。,A new difficulty level has been unlocked.,Vous avez débloqué un nouveau niveau de difficulté.,Eine neue Schwierigkeitsstufe wurde freigeschaltet.,È stato sbloccato un nuovo livello di difficoltà.,Se ha desbloqueado un nuevo nivel de dificultad.
MES_SYSTEM.BIN,0,string_pack,65,新しいコスチュームが解放されました。,A new costume has been unlocked.,Vous avez débloqué un nouveau costume.,Eine neue Kleidung wurde freigeschaltet.,È stato sbloccato un nuovo costume.,Se ha desbloqueado un nuevo traje.
MES_SYSTEM.BIN,0,string_pack,66,ランキングを表示するには、Xbox LIVEへの接続が必要です。,"To access the leaderboards, you must sign in to Xbox LIVE.","Pour accéder aux Classements, vous devez vous connecter à Xbox LIVE.","To access the leaderboards, you must sign in to Xbox LIVE.",,
MES_SYSTEM.BIN,0,string_pack,67,Xbox LIVE マーケットプレースを見るには、Xbox LIVEへの接続が必要です。,You must be signed in to Xbox LIVE to view Xbox LIVE Marketplace.,Vous devez être connecté à Xbox LIVE pour accéder au Marché Xbox LIVE.,"You must be signed in to Xbox LIVE to view the
Xbox LIVE Marketplace.",,
MES_SYSTEM.BIN,0,string_pack,68,セーブしたゲームを再開するにはサインインする必要があります。,Please sign in to resume your game.,"Pour reprendre à partir de cette sauvegarde, veuillez-vous connecter.","Melden Sie sich an, um Ihren Spielstand fortzusetzen.",Devi connetterti per continuare la tua partita salvata.,"Para continuar su partida guardada, por favor regístrese."
MES_SYSTEM.BIN,0,string_pack,69,スコアをアップロードするにはXbox LIVEへの接続が必要です。,You are not signed in to Xbox LIVE. You must be signed in to Xbox LIVE to upload your score.,"Vous n'êtes pas connecté à Xbox LIVE. Pour mettre votre score en ligne, vous devez vous connecter à Xbox LIVE.","You are not signed in to Xbox LIVE.
To upload your score, you must be signed in to Xbox LIVE.",,
MES_SYSTEM.BIN,0,string_pack,70,最新のセーブデータをロードします。,Load most recent saved game.,Charger votre sauvegarde la plus récente.,Letzten Spielstand laden.,Carica la partita salvata più recente.,Cargar la partida guardada más reciente.
MES_SYSTEM.BIN,0,string_pack,71,タイトルに戻ります。,Return to the title screen.,Quitter et revenir à l'écran de départ.,Zum Startbildschirm zurückkehren.,Torna alla schermata iniziale.,Salir a la pantalla inicio.
MES_SYSTEM.BIN,0,string_pack,72,ゲームを終了するとセーブしていない進行状況は失われます。,"If you quit, you will lose any unsaved progress.","Si vous quittez la partie, vous perdrez toute progression non sauvegardée.","Wenn Sie aufhören, gehen nicht gespeicherte Fortschritte verloren.","Se esci, perderai tutti i progressi non salvati.","Si sale, perderá el progreso que no haya guardado."
MES_SYSTEM.BIN,0,string_pack,73,@[pad:Decide]はい,@[pad:Decide]Yes,@[pad:Decide]Oui,@[pad:Decide]Ja,@[pad:Decide]Sì,@[pad:Decide]Sí
MES_SYSTEM.BIN,0,string_pack,74,@[pad:Cancel]いいえ,@[pad:Cancel]No,@[pad:Cancel]Non,@[pad:Cancel]Nein,@[pad:Cancel]No,@[pad:Cancel]No
MES_SYSTEM.BIN,0,string_pack,75,@[pad:Decide]進む,@[pad:Decide]Next,@[pad:Decide]Oui,@[pad:Decide]Ja,@[pad:Decide]Sì,@[pad:Decide]Sí
MES_SYSTEM.BIN,0,string_pack,76,@[pad:Cancel]戻る,@[pad:Cancel]Back,@[pad:Cancel]Non,@[pad:Cancel]Nein,@[pad:Cancel]No,@[pad:Cancel]No
MES_SYSTEM.BIN,0,string_pack,77,@[pad:Ru]コスチュームセレクト @[pad:Proceed]進む,@[pad:Ru]Select costume  @[pad:Ru]Next,@[pad:Ru]Choix costume @[pad:Proceed]Continuer,@[pad:Ru]Kleidung Auswählen @[pad:Proceed]Fortfahren,@[pad:Ru]Seleziona costume @[pad:Proceed]Prosegui,@[pad:Ru]Elegir traje @[pad:Proceed]Continuar
MES_SYSTEM.BIN,0,string_pack,78,この記録をアップロードしますか？,Upload a record of your results?,Voulez-vous transférer vos résultats ?,Aufzeichnungen Ihrer Ergebnisse hochladen?,Vuoi inviare i tuoi risultati?,¿Desea cargar los resultados obtenidos?
MES_SYSTEM.BIN,0,string_pack,79,%d 位にランクインしました,You are ranked #%d in the leaderboards.,Votre place au classement : %d.,Ihr Spielerrang auf der Bestenliste ist: %d.,Hai la posizione %d nella classifica.,Has obtenido el puesto %d en la clasificación.
MES_SYSTEM.BIN,0,string_pack,80,@[pad:L]モード変更,@[pad:L]Change mode,,,,
MES_SYSTEM.BIN,0,string_pack,81,@[pad:L]スタイル変更 @[pad:Decide]決定,@[pad:L]Change play style  @[pad:L]OK,@[pad:L]Modifier le mode de jeu @[pad:Decide]OK,@[pad:L]Schwierigkeit ändern  @[pad:Decide]OK,@[pad:L]Cambia stile di gioco  @[pad:Decide]OK,@[pad:L]Cambiar estilo de juego  @[pad:Decide]Aceptar
MES_SYSTEM.BIN,0,string_pack,82,STATUS,STATUS,STATUT,STATUS,STATO,ESTADO
MES_SYSTEM.BIN,0,string_pack,83,ロビーを作成します,Create a game lobby.,Créez un salon.,Eine Spiellobby erstellen.,Crea una lobby partita.,Crea una sala de juego.
MES_SYSTEM.BIN,0,string_pack,84,参加できるロビーを検索します,Search for a lobby to join.,Recherchez un salon à rejoindre.,Nach einer Spiellobby suchen.,Cerca una lobby a cui unirti.,Busca una sala a la que unirse.
MES_SYSTEM.BIN,0,string_pack,85,作成されているロビーにランダムで参加します,Join a randomly selected lobby.,Rejoignez un salon au hasard.,Eine zufällig gewählte Spiellobby betreten.,Unisciti a una lobby casuale.,Unirse a una sala elegida al azar.
MES_SYSTEM.BIN,0,string_pack,86,最大8人でのマルチプレイ対戦を行います,Versus matches for up to 8 players.,Duels pouvant opposer jusqu'à 8 joueurs.,Partien für bis zu 8 Spieler.,Scontri diretti fino a 8 giocatori.,Un combate con hasta 8 jugadores.
MES_SYSTEM.BIN,0,string_pack,87,ロビーを作成します,Create a game lobby.,Créez un salon.,Eine Spiellobby erstellen.,Crea una lobby partita.,Crea una sala de juego.
MES_SYSTEM.BIN,0,string_pack,88,参加できるロビーを検索します,Search for a lobby to join.,Recherchez un salon à rejoindre.,Nach einer Spiellobby suchen.,Cerca una lobby a cui unirti.,Busca una sala a la que unirse.
MES_SYSTEM.BIN,0,string_pack,89,作成されているロビーにランダムで参加します,Join a randomly selected lobby.,Rejoignez un salon au hasard.,Eine zufällig gewählte Spiellobby betreten.,Unisciti a una lobby casuale.,Unirse a una sala elegida al azar.
MES_SYSTEM.BIN,0,string_pack,90,あなたのステータスを表示します,Display your current status.,Affichez le statut du personnage.,Den Status des Charakters anzeigen.,Mostra lo stato del personaggio.,Muestra el estado del personaje.
MES_SYSTEM.BIN,0,string_pack,91,@[pad:Decide]OK,@[pad:Decide]OK,,,,
MES_SYSTEM.BIN,0,string_pack,92,@[pad:Start]モード切替,@[pad:Start]Change mode,@[pad:Start]Changer de mode,@[pad:Start]Modus ändern,@[pad:Start]Cambia modalità,@[pad:Start]Cambiar modo
MES_SYSTEM.BIN,0,string_pack,93,@[pad:Llr]選択,@[pad:Llr]Select,@[pad:Llr]Sélectionner,@[pad:Llr]Auswahl,@[pad:Llr]Scegli,@[pad:Llr]Seleccionar
MES_SYSTEM.BIN,0,string_pack,94,@[pad:Decide]決定,@[pad:Decide]OK,@[pad:Decide]OK,@[pad:Decide]OK,@[pad:Decide]OK,@[pad:Decide]Aceptar
MES_SYSTEM.BIN,0,string_pack,95,@[pad:Cancel]戻る,@[pad:Cancel]Back,@[pad:Cancel]Retour,@[pad:Cancel]Zurück,@[pad:Cancel]Indietro,@[pad:Cancel]Atrás
MES_SYSTEM.BIN,0,string_pack,96,@[pad:Select]技表,@[pad:Select]Move List,@[pad:Select]Techniques,@[pad:Select]Techniken,@[pad:Select]Tecniche,@[pad:Select]Técnicas
MES_SYSTEM.BIN,0,string_pack,97,Mission,Mission,,,,
MES_SYSTEM.BIN,0,string_pack,98,Stage,Stage,,,,
MES_SYSTEM.BIN,0,string_pack,99,@[pad:Decide]決定,@[pad:Decide]OK,@[pad:Decide]OK,@[pad:Decide]OK,@[pad:Decide]OK,@[pad:Decide]Aceptar
MES_SYSTEM.BIN,0,string_pack,100,@[pad:Cancel]戻る,@[pad:Cancel]Back,@[pad:Cancel]Retour,@[pad:Cancel]Zurück,@[pad:Cancel]Indietro,@[pad:Cancel]Atrás
MES_SYSTEM.BIN,0,string_pack,101,@[pad:Select]戻る,@[pad:Select]Back,@[pad:Select]Retour,@[pad:Select]Zurück,@[pad:Select]Indietro,@[pad:Select]Atrás
MES_SYSTEM.BIN,0,string_pack,102,/,/,/,/,/,/
MES_SYSTEM.BIN,0,string_pack,103,-,-,-,-,-,-
MES_SYSTEM.BIN,0,string_pack,104,@[pad:Ru]ミュート @[pad:Select]ステータス @[pad:R3]チャット範囲切替 @[pad:Decide]決定 @[pad:Cancel]戻る,@[pad:Ru]Mute  @[pad:Select]Status  @[pad:R3]Chat region  @[pad:Decide]OK  @[pad:Cancel]Back,@[pad:Ru]Muet  @[pad:Select]Statut  @[pad:R3]Changer région chat  @[pad:Decide]OK  @[pad:Cancel]Retour,@[pad:Ru]Stumm @[pad:Select]Status  @[pad:R3]Chat-Region wechseln  @[pad:Decide]OK  @[pad:Cancel]Zurück,@[pad:Ru]Disattiva audio  @[pad:Select]Stato  @[pad:R3]Cambia regione chat  @[pad:Decide]OK  @[pad:Cancel]Indietro,@[pad:Ru]Silenciar  @[pad:Select]Estado  @[pad:R3]Cambiar región de chat  @[pad:Decide]Aceptar  @[pad:Cancel]Atrás
MES_SYSTEM.BIN,0,string_pack,105,@[pad:Select]ステータス @[pad:Decide]決定 @[pad:Cancel]戻る,@[pad:Select]Status  @[pad:Decide]OK  @[pad:Cancel]Back,@[pad:Select]Sélectionner @[pad:Decide]OK @[pad:Cancel]Retour,@[pad:Select]Status @[pad:Decide]OK @[pad:Cancel]Zurück,@[pad:Select]Stato @[pad:Decide]OK @[pad:Cancel]Indietro,@[pad:Select]Estado @[pad:Decide]Aceptar @[pad:Cancel]Atrás
MES_SYSTEM.BIN,0,string_pack,106,@[pad:Rl]リプレイセーブ @[pad:Decide]送る @[pad:Start]終了,@[pad:Rl]Save replay  @[pad:Decide]Next screen  @[pad:Start]Exit,@[pad:Rl]]Sauv. cinématique Ninja @[pad:Decide]Écran suivant @[pad:Start]Quitter ,@[pad:Rl]Ninja-Clip speichern @[pad:Decide]Nächster Bildschirm @[pad:Start]Verlassen,@[pad:Rl]Salva filmato Ninja @[pad:Decide]Schermata seguente @[pad:Start]Abbandona,@[pad:Rl]Guardar vídeo Ninja @[pad:Decide]Siguiente pantalla @[pad:Start]Salir
MES_SYSTEM.BIN,0,string_pack,107,@[pad:Rl]リプレイセーブ @[pad:Cancel]戻る @[pad:Start]終了,@[pad:Rl]Save replay  @[pad:Cancel]Back  @[pad:Start]Exit,@[pad:Decide]Prochain écran @[pad:Cancel]Retour @[pad:Start]Quitter,@[pad:Decide]Nächster Bildschirm @[pad:Cancel]Zurück @[pad:Start]Verlassen,@[pad:Decide]Schermata seguente @[pad:Cancel]Indietro @[pad:Start]Esci,@[pad:Decide]Siguiente pantalla @[pad:Cancel]Atrás @[pad:Start]Salir
MES_SYSTEM.BIN,0,string_pack,108,@[pad:Ru]再検索 @[pad:Rl]条件変更 @[pad:Decide]決定 @[pad:Cancel]戻る,@[pad:Ru]Update  @[pad:Rl]Change critera  @[pad:Decide]OK  @[pad:Cancel]Back,@[pad:Ru]Mise à jour @[pad:Rl]Modifier critères @[pad:Decide]OK @[pad:Cancel]Retour,@[pad:Ru]Aktualisieren @[pad:Rl]Kriterien ändern @[pad:Decide]OK @[pad:Cancel]Zurück,@[pad:Ru]Aggiorna @[pad:Rl]Cambia criteri @[pad:Decide]OK @[pad:Cancel]Indietro,@[pad:Ru]Actualizar @[pad:Rl]Cambiar criterios @[pad:Decide]Aceptar @[pad:Cancel]Atrás
MES_SYSTEM.BIN,0,string_pack,109,@[pad:Decide]決定 @[pad:Cancel]戻る,@[pad:Decide]OK  @[pad:Cancel]Back,@[pad:Decide]OK @[pad:Cancel]Retour,@[pad:Decide]OK @[pad:Cancel]Zurück,@[pad:Decide]OK @[pad:Cancel]Indietro,@[pad:Decide]Aceptar @[pad:Cancel]Atrás
MES_SYSTEM.BIN,0,string_pack,110,@[pad:L1]@[pad:R1]50単位移動 @[pad:Rl]プリセット@[pad:Decide]漢字選択 @[pad:Cancel]戻る,@[pad:L1]@[pad:R1]Jump 50 records  @[pad:Rl]Default  @[pad:Decide]Select kanji  @[pad:Cancel]Back,@[pad:L1]@[pad:R1]Passer 50 records  @[pad:Rl]Par défaut  @[pad:Decide]Sélectionner Kanji  @[pad:Cancel]Retour,@[pad:L1]@[pad:R1]50 Einträge überspringen  @[pad:Rl]Standard  @[pad:Decide]Kanji wählen  @[pad:Cancel]Zurück,@[pad:L1]@[pad:R1]Salta 50 record  @[pad:Rl]Predefinita  @[pad:Decide]Scegli kanji  @[pad:Cancel]Indietro,@[pad:L1]@[pad:R1]Pasar 50 récords  @[pad:Rl]Por defecto  @[pad:Decide]Elegir kanji  @[pad:Cancel]Atrás
MES_SYSTEM.BIN,0,string_pack,111,@[pad:Ru]UPLOAD @[pad:Decide]NINJA RECORDS @[pad:Cancel]戻る,@[pad:Ru]Upload  @[pad:Decide]Fight Record  @[pad:Cancel]Back,@[pad:Ru]Télécharger @[pad:Decide]Record de ninja @[pad:Cancel]Retour,@[pad:Ru]Hochladen @[pad:Decide]Ninja-Aufzeichnungen  @[pad:Cancel]Zurück,@[pad:Ru]Invia @[pad:Decide]Record Ninja  @[pad:Cancel]Indietro,@[pad:Ru]Subir　@[pad:Decide]Récords Ninja  @[pad:Cancel]Atrás
MES_SYSTEM.BIN,0,string_pack,112,@[pad:Rl]ランキング @[pad:L1]@[pad:R1]難易度変更 @[pad:Decide]決定 @[pad:Cancel]戻る,@[pad:Rl]Leaderboards  @[pad:L1]@[pad:R1]Change difficulty  @[pad:Decide]OK  @[pad:Cancel]Back,@[pad:Rl]Classements @[pad:L1]@[pad:R1]Modifier difficulté @[pad:Decide]OK @[pad:Cancel]Retour,@[pad:Rl]Rangliste @[pad:L1]@[pad:R1]Kriterien ändern @[pad:Decide]OK @[pad:Cancel]Zurück,@[pad:Rl]Classifiche @[pad:L1]@[pad:R1]Cambia difficoltà @[pad:Decide]OK @[pad:Cancel]Indietro,@[pad:Rl]Marcadores @[pad:L1]@[pad:R1]Cambiar dificultad @[pad:Decide]Aceptar @[pad:Cancel]Atrás
MES_SYSTEM.BIN,0,string_pack,113,@[pad:L1]@[pad:R1]難易度変更 @[pad:Decide]決定 @[pad:Cancel]戻る,@[pad:L1]@[pad:R1]Leaderboards  @[pad:Decide]OK  @[pad:Cancel]Back,@[pad:L1]@[pad:R1]Sélectionner difficulté @[pad:Decide]OK @[pad:Cancel]Retour,@[pad:L1]@[pad:R1]Schwierigkeit wählen @[pad:Decide]OK @[pad:Cancel]Zurück,@[pad:L1]@[pad:R1]Scegli difficoltà @[pad:Decide]OK @[pad:Cancel]Indietro,@[pad:L1]@[pad:R1]Elegir dificultad @[pad:Decide]Aceptar @[pad:Cancel]Atrás
